user,difficulty,response
1,0.79028404,0.5763661515761256
100,0.47609535,0.5823237372359469
101,0.47977420000000004,0.5512130919261021
102,0.41925654,0.6111617216236138
103,0.51699555,0.5897825230252759
104,0.47877586,0.565640009334833
105,0.48678663,0.624963983855725
106,0.44833100000000004,0.5644977936528041
107,0.4815695,0.6052722695911306
108,0.5171581000000001,0.4639748863572025
11,0.53930336,0.5273099448022517
110,0.47851437,0.5269828521338831
111,0.48440874,0.4764351523347717
113,0.50179106,0.4466795318467244
114,0.48758900000000005,0.603067181485853
116,0.47533226,0.4715757307178423
117,0.5057172999999999,0.6304954280570201
119,0.48978618,0.6394904476511569
12,0.5298562,0.5603105547728663
121,0.46128738,0.6555953942725751
123,0.41733859999999995,0.6795251670332351
128,0.4385367,0.5781095677902021
129,0.44221336,0.5603154711045747
131,0.43418777,0.6130651686811003
132,0.50771,0.5859840913680384
134,0.4529212,0.5388420613843978
136,0.50296384,0.4676562383031934
137,0.5160794,0.5679019878736911
139,0.5653149000000001,0.5444231777698011
14,0.49105698,0.5843941521120811
140,0.5216522,0.5654003657281818
141,0.4689144,0.5542854919798429
142,0.44098514,0.6917289068397183
144,0.47600225,0.6254601207552725
146,0.44939629999999997,0.5954793203001622
148,0.45980066,0.5971424788810401
149,0.49029046,0.5531590714388434
152,0.77177614,0.6441577770331078
153,0.45716232,0.4266155205124389
154,0.5080089,0.5550975837438059
155,0.53213584,0.5079894782736438
156,0.5077470000000001,0.564282508969631
16,0.43353236,0.6667062642803915
162,0.50071186,0.5368055126729699
165,0.44810495,0.58518585525639
166,0.43462175,0.6082812577582298
167,0.46983528,0.5112375197809348
177,0.5224108000000001,0.524773785095739
178,0.5416875,0.5347379781178845
183,0.5192945,0.5758155194850543
19,0.51635337,0.5492028277190645
190,0.46282476,0.5852834380978246
191,0.57729083,0.4047300184488679
195,0.50420773,0.518596370111031
196,0.4978875,0.5515174882058063
197,0.49084863,0.5013394133047673
202,0.466563,0.6330097699517752
21,0.4798656,0.5006292220754689
211,0.45025688,0.6477150802008587
212,0.43825272,0.6099577838010799
213,0.5182417,0.6536173315732621
215,0.72290456,0.5401156105416023
22,0.5487652,0.402443950143498
220,0.5094286,0.49769444385772704
221,0.48208199999999995,0.5638791983356414
225,0.49761596,0.4939012277013418
227,0.48805082,0.6539916920056154
229,0.512939,0.6477737578153515
230,0.51808906,0.4277256733695705
232,0.53880125,0.5814345001653545
233,0.48316675,0.6074018396044845
234,0.51294553,0.4830655697982351
235,0.49604115,0.5683763736031754
237,0.5097228,0.573480996731808
238,0.5154447,0.5464007581270993
239,0.44988829999999996,0.5665992271479012
242,0.48690653,0.5889344518769936
246,0.50362724,0.5566938929318206
247,0.49834459999999997,0.5548690817138079
248,0.5440202,0.5707877714855921
249,0.47314948,0.6228360052841537
252,0.47199497,0.6451187937487628
253,0.5121465000000001,0.5706178354845548
255,0.5583636,0.36614086636682064
256,0.45756040000000003,0.6858652804396418
260,0.57402796,0.5149627485789267
261,0.54148144,0.5271099831050305
262,0.4393356,0.5468445126206598
268,0.51564705,0.44810462429240666
27,0.54060096,0.487160377006695
271,0.50557166,0.6423891390117339
273,0.49239615,0.5047849067050453
274,0.48861498,0.5858417259997338
276,0.4732674,0.5725969814543523
279,0.5115526,0.5577053506522869
280,0.45848897,0.6136865488525438
285,0.45268452,0.5552665977720911
286,0.49006915,0.59188173835515
287,0.5254824,0.443340165668199
288,0.5027050000000001,0.5727815040746631
29,0.43985367,0.6018170206199502
290,0.31693709999999997,0.6301870294818921
291,0.48321033,0.5424288202256322
294,0.5713111999999999,0.4763719035805513
298,0.45088366,0.5076309969281064
3,0.5256678000000001,0.29675182020338026
300,0.3242717,0.5617292877942923
301,0.46640820000000005,0.4906115058584881
302,0.24964014,0.5828160197499812
305,0.48447207,0.5147429173618593
306,0.50825304,0.5117566641901428
307,0.5394149,0.4999718856587031
309,0.47277516,0.5867588616634959
310,0.641467,0.455923674222584
312,0.38011912,0.6138761019849622
314,0.5008982,0.5217212907071752
315,0.34265712,0.6073874475881877
316,0.44893077,0.5639793232718779
319,0.49657342,0.6030295439315877
32,0.50650674,0.5972604342150546
325,0.53327054,0.5478785445054759
331,0.5030458,0.5101185463682987
332,0.504737,0.6403534470757589
334,0.48538077,0.616179837180428
338,0.51896495,0.43141673984629497
339,0.5096728,0.5682603787848101
34,0.5197242999999999,0.40327549883820013
344,0.48158249999999997,0.4366043682853334
345,0.4928698,0.5976952758187059
346,0.33151907,0.6470126384012082
347,0.46688896,0.6262082557251157
348,0.38155785,0.7074523362792337
349,0.47528950000000003,0.5847387371856427
350,0.47895068,0.6303039878636161
351,0.4346156,0.6461184397117645
352,0.4914934,0.5877732344495736
353,0.5547091,0.4884809917986992
354,0.5665617,0.6990988195272535
357,0.47768176,0.5881785624656408
358,0.5447763000000001,0.374798074986602
359,0.34355164,0.5312490000290211
36,0.50886315,0.4629860439017158
361,0.5028155,0.4717747056897595
365,0.55190593,0.4621626251567385
366,0.43124428,0.6526892099072343
369,0.48817727,0.5685793351518155
370,0.5231216,0.594339374526638
374,0.47315946,0.5253981688989696
375,0.44756687,0.5545052611343831
377,0.48435488,0.5725424443229695
380,0.51305044,0.533912802473564
383,0.48772433,0.5395180206629342
385,0.58481526,0.5447606224705283
387,0.48466936,0.5687388815552384
389,0.45982653,0.5792023821801084
393,0.54708934,0.3731131381468938
395,0.45759854,0.5600596326312055
40,0.48566785,0.49846124945024795
400,0.3842213,0.7177451978702885
402,0.50547856,0.5242072983825399
404,0.42189315,0.6498609426615976
405,0.447956,0.6457214739866826
408,0.50536585,0.6154596105851831
41,0.49604875,0.4601823192741588
410,0.4833809,0.5337864856033211
411,0.49820918,0.5445199396041485
412,0.5188837000000001,0.4830040418491025
413,0.54821277,0.5606101559944254
414,0.48095200000000005,0.5356708649794039
417,0.51858664,0.5384093360586197
418,0.4892617,0.37563050792909697
42,0.51437753,0.5163427704116086
420,0.41523445,0.6161139582878546
421,0.5509213000000001,0.4459889907146384
425,0.42753154,0.649894203880926
426,0.5206801999999999,0.4579997906142131
427,0.55164987,0.5151624729748512
428,0.48576072,0.5232707730599022
429,0.5046874,0.5245609243488397
43,0.5349802,0.5708966242003767
434,0.44692380000000004,0.5641617680863938
435,0.3057419,0.630645029910952
436,0.4933088,0.5877292586704843
437,0.5294788,0.5475131267136782
438,0.5305114000000001,0.5471558746392736
44,0.55325955,0.4950102823071598
441,0.42345673,0.6697790603851049
443,0.592554,0.5099693104072902
445,0.38045073,0.5493927933963713
447,0.5371385000000001,0.5472487793848618
448,0.59376794,0.500699318785323
449,0.40806022,0.696995132709597
45,0.48172116,0.5370853428291845
450,0.4661611,0.6708050371514975
451,0.44803563,0.6451575821353867
452,0.49888223,0.621534882369893
455,0.48613307,0.6203625943868231
457,0.48339499999999996,0.4872342931234971
46,0.5390233,0.5458928774045949
465,0.50702715,0.6024699615598974
466,0.49529234,0.5627760111069442
468,0.4486748,0.5562942047092932
469,0.5642086,0.5386312424580099
470,0.4935454000000001,0.5615677036097915
473,0.46750256,0.5741788352176279
474,0.45592734,0.5683366108675321
475,0.52592003,0.6764632845943139
476,0.4554147,0.6086664256043159
477,0.48280793,0.5546661856516079
479,0.49280109999999994,0.5046635063472179
48,0.5557929,0.6636542692168235
480,0.75926566,0.5053840787093152
481,0.49706876,0.4622401821413583
482,0.52929413,0.43043470892539937
486,0.5147069000000001,0.5660602691119025
487,0.54011357,0.557166069930953
488,0.53647757,0.4771471340210858
489,0.5148478,0.4876207594008824
491,0.49227554,0.5737519259624628
492,0.48749793,0.5546963450388094
493,0.5276417,0.4313282776282656
495,0.55907303,0.466506440735134
498,0.51098216,0.5163576911718697
50,0.42151642,0.5442005339172077
501,0.51957893,0.4364466563656277
502,0.55110687,0.4073622971409928
503,0.50577897,0.5519344350407347
504,0.45858023,0.665571947974565
506,0.6049706,0.49972242480974505
509,0.47743317,0.6183213151845556
511,0.43316427,0.7348725152806851
513,0.53622717,0.6035364166550012
514,0.49266887,0.5633239614091036
517,0.60186243,0.4062884340627119
52,0.4679276,0.6050013598117783
520,0.49557662,0.5620257152524794
521,0.4573354,0.7229094150749622
522,0.40337414,0.4799584866443454
523,0.43381149999999996,0.7398762168679431
524,0.4822308,0.4808113664543442
526,0.5140082,0.585858823318067
528,0.54582846,0.4428085592695264
534,0.42654738,0.6354908470118004
539,0.57994854,0.4158325929344121
540,0.524763,0.550723553214197
552,0.48446894,0.5312884286678236
554,0.51518905,0.4615559642219146
555,0.72901756,0.5042169282920456
558,0.5222955,0.4726523989271672
559,0.48870593,0.5274353309656847
561,0.50320804,0.5683865189556613
562,0.48965278,0.5820932456522767
567,0.53564596,0.4470680424549481
571,0.49432309999999996,0.4358597085816615
577,0.44165123,0.5536288145780401
58,0.4833731,0.5162244767454819
581,0.40455282,0.7456107423793711
583,0.5105172,0.4836049627201438
588,0.48939833,0.5451275121847415
590,0.46852958,0.5879962347629291
591,0.49466705,0.4457926335029951
592,0.56449944,0.5238508996139043
593,0.44347665,0.529558436275718
594,0.5289594,0.399243537169173
597,0.49017224,0.5067467031772662
6,0.48028368,0.5257414052208805
600,0.5093759,0.485875503884044
602,0.46686167,0.5059836443147296
605,0.5054354999999999,0.5463731881616827
606,0.41868734,0.6268256629268766
61,0.46609140000000004,0.580752984549463
62,0.43829215,0.5969086427360863
63,0.5220111,0.4995997115428121
65,0.47960588,0.6372650126099246
66,0.46306503,0.6040841147970489
68,0.5003402,0.5370987678020113
69,0.50164235,0.5359262782479866
7,0.55008316,0.4326597130903927
71,0.4935054,0.5114457840425404
75,0.52946055,0.44703554400374296
76,0.5837424,0.42073456402587744
78,0.43189868,0.5119254898998469
79,0.44470617,0.5574905497437155
8,0.45465013,0.6007257835459264
80,0.43162120000000004,0.7326039965455309
82,0.4700532,0.5750037698112144
83,0.50158316,0.4981531116019458
84,0.49124703,0.5931376930921103
86,0.48152910000000004,0.5498720803846636
88,0.49159205,0.7151021015773565
89,0.60070235,0.43034360738523625
90,0.50200266,0.569221784370521
91,0.49958465,0.509302131666836
93,0.47045282,0.6327879092603355
94,0.77994066,0.5056445968518342
95,0.5069306,0.5739296581036276
96,0.54534215,0.43189363843397216
97,0.5103277,0.5807368021648941
98,0.506654,0.4810795520673203
99,0.5259225000000001,0.4654129809167827
